178.660	28.055	-147.513	1.6163	-0.2808	0.12833
177.451	29.134	-146.027	1.5821	0.4119	0.08401
187.025	27.513	-151.454	4.9824	0.3717	0.04660
190.023	28.579	-147.800	3.1775	-0.0272	0.11074
187.486	27.899	-150.021	2.9295	-0.5688	0.05060
178.885	28.055	-150.857	5.8573	-0.2450	0.10793
182.465	29.400	-147.511	5.8658	-0.2141	0.11724
179.811	30.981	-145.068	5.2693	0.5034	0.11725
177.344	30.180	-146.311	4.2250	-0.3150	0.10259
181.580	30.255	-145.365	5.3943	-0.3516	0.16077
172.374	27.305	-153.433	2.7659	-0.5801	0.06739
172.672	27.387	-152.639	4.5047	-0.2110	0.09820
181.113	30.694	-145.375	0.9547	0.1446	0.13526
176.892	28.674	-149.090	5.1414	0.3008	0.10960
171.818	29.710	-147.074	0.8150	-0.5361	0.16676
170.358	30.103	-145.852	5.4266	0.4169	0.18108
173.533	29.256	-150.444	1.0602	-0.1028	0.13604
172.827	29.805	-149.439	4.6764	-0.3792	0.10984
171.231	29.746	-148.086	2.5458	-0.2721	0.18636
170.537	28.416	-151.030	4.6886	-0.4452	0.15026
173.354	30.688	-148.083	4.4806	-0.3038	0.10168
172.871	30.614	-151.958	4.6610	0.0004	0.16318
171.957	27.461	-158.082	4.2504	-0.2353	0.05609
172.952	30.378	-153.114	0.6879	-0.3301	0.15583
168.401	27.458	-157.066	6.0388	0.1435	0.10146
168.323	30.510	-152.808	5.5546	-0.0903	0.15046
168.276	28.049	-156.205	3.9136	-0.3477	0.11856
171.317	28.162	-156.243	3.1142	0.0365	0.10945
164.208	27.472	-157.937	0.4634	-0.0875	0.07840
160.668	26.442	-161.479	4.0419	0.3866	0.02457
161.258	30.099	-153.211	2.3348	0.2509	0.14994
158.716	29.315	-155.054	4.8525	0.1608	0.09225
164.711	26.840	-158.780	3.9589	0.5999	0.07948
169.102	27.129	-158.183	1.7338	0.1228	0.05367
164.251	29.375	-149.567	3.4534	-0.1382	0.10690
161.283	28.125	-153.389	4.1554	0.3381	0.08143
150.633	29.063	-152.122	4.0268	-0.1985	0.14689
165.365	28.712	-150.221	3.2160	-0.2106	0.11549
158.235	29.966	-148.976	4.2975	-0.4355	0.14303
159.208	29.117	-150.855	5.4390	0.0660	0.13610
164.100	29.301	-149.749	1.5418	0.0738	0.12691
160.069	27.783	-153.108	5.4386	-0.2447	0.12338
163.361	29.641	-149.696	5.7616	-0.0982	0.09055
156.179	29.414	-148.917	3.4975	-0.4441	0.20824
159.252	29.809	-159.844	0.9739	-0.4715	0.09705
156.295	26.700	-162.820	0.0782	-0.3239	0.03810
155.198	29.572	-160.955	0.1574	-0.3853	0.11530
161.153	29.102	-159.635	5.5043	0.4762	0.14079
154.477	28.838	-161.302	2.7328	-0.3296	0.16409
156.298	28.757	-161.021	0.1618	-0.2622	0.13272
149.357	27.417	-163.793	1.6223	0.2130	0.10564
147.899	26.759	-164.754	3.1970	0.3433	0.07989
148.971	30.543	-164.716	6.2594	-0.1471	0.10921
149.190	30.478	-164.666	0.2505	-0.1404	0.10957
148.800	30.590	-165.476	5.8548	-0.3908	0.06024
157.282	30.668	-162.670	3.5574	-0.1584	0.08279
145.338	29.864	-164.716	5.2545	0.2924	0.17401
145.944	30.465	-165.921	1.1340	-0.3613	0.08385
144.929	30.325	-166.436	4.2434	0.3348	0.06163
157.869	31.020	-162.931	5.8629	-0.1882	0.05132
155.142	30.271	-162.879	4.5867	0.0543	0.11038
157.700	30.410	-161.037	5.1584	-0.4526	0.18265
150.750	30.041	-163.933	3.4784	0.3543	0.12930
152.207	27.118	-157.012	6.1460	-0.3351	0.06972
138.750	28.985	-154.378	6.0202	-0.4789	0.14929
146.422	28.842	-153.783	3.4032	0.0107	0.11200
151.170	27.946	-154.729	5.0917	-0.3346	0.09250
136.693	28.555	-154.171	1.8340	0.1238	0.20619
143.578	26.694	-159.525	5.9277	-0.3688	0.06405
151.842	26.236	-160.005	4.9135	0.0115	0.04934
142.381	29.914	-152.429	2.0039	0.1951	0.11346
146.979	27.137	-157.178	2.0441	-0.0510	0.11177
146.314	28.454	-154.028	2.8911	-0.2578	0.16924
135.126	27.215	-162.538	4.7879	0.1221	0.11603
144.993	29.016	-156.825	3.3830	-0.4382	0.17045
134.711	27.913	-161.357	0.5412	0.4031	0.08780
141.526	29.321	-157.447	5.7523	0.4891	0.20279
137.009	26.391	-163.035	5.3548	0.1763	0.13150
145.520	28.697	-158.749	3.0795	-0.5190	0.10011
148.007	29.039	-156.933	1.7149	-0.3053	0.14154
144.632	29.411	-156.769	1.7345	-0.3693	0.12406
146.509	29.435	-156.534	1.6961	-0.5360	0.13788
137.922	27.567	-161.794	0.7390	0.1845	0.11480
146.958	26.878	-161.960	5.7521	0.5992	0.07772
141.889	28.958	-158.799	1.7962	0.2455	0.10241
131.871	26.163	-168.877	0.2562	-0.1251	0.05574
145.263	26.394	-165.125	1.7774	0.2972	0.08073
146.727	28.379	-163.231	1.3987	-0.3901	0.10204
146.733	28.040	-163.608	1.8884	-0.0406	0.13867
136.739	27.789	-166.070	5.3735	0.4136	0.11804
133.505	28.986	-165.631	0.3996	-0.0110	0.15882
133.379	28.997	-165.852	6.2360	-0.1955	0.16958
136.357	29.036	-164.986	1.2855	-0.4295	0.19160
133.189	28.107	-166.954	4.0213	0.5424	0.07815
135.550	28.669	-160.390	5.3290	0.5968	0.10234
132.932	28.600	-160.017	4.4173	-0.5354	0.19721
141.146	28.433	-159.617	5.7192	0.3991	0.12042
131.533	26.582	-164.717	5.7320	-0.5465	0.09829
127.821	28.418	-161.454	5.1284	-0.0756	0.11221
132.017	27.440	-162.675	4.5047	0.1149	0.09485
131.279	27.943	-162.400	4.6975	-0.2238	0.12209
143.510	27.407	-160.756	4.8074	0.5282	0.11702
138.717	27.021	-162.084	2.3804	0.0229	0.09822
129.889	27.066	-161.775	5.0876	0.3430	0.07984
135.439	28.994	-156.902	3.5946	-0.5913	0.10716
125.295	28.466	-158.087	2.0730	0.3609	0.11619
140.517	25.491	-167.569	3.1371	0.5411	0.03564
127.262	26.907	-161.932	5.6152	0.4008	0.08343
135.306	26.546	-162.749	3.1991	0.5803	0.08345
134.104	25.525	-166.856	1.1103	0.1112	0.03178
126.785	26.525	-163.763	5.2572	-0.4738	0.06429
127.797	28.569	-162.222	5.4606	-0.2340	0.15314
124.686	27.949	-163.316	3.0093	0.4849	0.11408
129.092	28.041	-162.733	1.0821	-0.3596	0.13335
123.680	28.103	-163.126	2.4343	0.2934	0.12303
133.635	25.191	-170.162	1.3180	0.3788	0.03599
131.741	27.111	-163.367	4.8756	0.2774	0.15362
123.170	25.490	-168.753	6.0789	-0.2102	0.05100
131.923	27.299	-163.270	6.1725	-0.5182	0.15843
133.004	26.040	-164.964	2.3091	0.1944	0.14783
123.275	27.005	-162.981	0.6405	0.1194	0.16529
123.997	26.812	-164.524	3.8820	0.5829	0.11886
125.307	25.609	-167.370	4.6131	0.4033	0.08608
122.190	25.037	-169.646	0.6525	0.5155	0.03393
123.198	27.269	-163.888	3.7712	-0.1735	0.13083
122.265	27.857	-162.025	0.9962	0.0093	0.17240
124.912	27.139	-163.723	5.6898	0.3560	0.10093
134.094	26.111	-164.660	1.4110	-0.4665	0.12354
127.404	28.541	-169.861	3.3257	0.3965	0.16518
123.082	29.430	-172.171	3.9322	-0.1242	0.05853
128.973	28.885	-169.058	1.6803	-0.5798	0.19788
124.235	29.177	-171.437	2.3066	0.4483	0.08861
116.429	28.769	-171.687	0.0286	0.0086	0.10896
131.738	30.025	-170.768	1.6640	-0.5769	0.02497
125.494	28.923	-169.813	1.1469	0.2905	0.19045
116.033	27.993	-171.034	1.6774	0.1758	0.15444
124.799	29.284	-171.301	1.7926	0.2520	0.10740
128.310	29.172	-170.635	0.0754	0.5822	0.10520
124.775	29.440	-171.510	4.7256	-0.3915	0.09294
131.505	29.068	-169.151	0.1330	0.5921	0.15076
123.768	28.766	-170.962	2.4359	0.4987	0.13605
122.255	28.519	-170.931	3.5208	-0.3098	0.14436
116.884	28.741	-171.912	3.8538	-0.0872	0.09287
131.328	29.132	-169.149	4.4000	-0.2141	0.14460
114.337	28.446	-171.420	4.0157	-0.5535	0.13618
119.940	28.889	-172.029	4.6919	0.5825	0.07661
130.596	29.266	-170.009	0.6667	-0.0875	0.11435
111.584	28.297	-171.481	1.7465	-0.4071	0.07259
130.576	29.604	-170.719	1.6063	0.1731	0.06618
140.130	29.609	-166.867	4.9003	0.1061	0.13306
127.317	29.032	-170.322	6.0169	0.5949	0.14475
109.753	28.347	-170.905	2.0925	0.1295	0.03040
113.787	28.560	-172.109	0.5709	0.3358	0.08089
125.967	24.221	-169.509	5.4510	0.2483	0.21683
140.886	24.915	-166.360	1.9769	0.5662	0.14995
130.911	24.233	-168.999	5.4467	0.2777	0.17314
120.748	24.620	-167.184	0.3544	0.3880	0.20539
127.874	24.621	-170.727	3.5188	-0.1335	0.10839
119.455	26.169	-165.179	4.0352	-0.3105	0.15720
130.802	24.492	-170.455	2.4051	0.3444	0.08123
146.023	25.474	-165.564	1.6839	-0.1930	0.12139
117.002	24.157	-171.059	1.0702	-0.0964	0.07440
121.974	23.620	-171.088	4.0947	-0.1627	0.13941
119.618	26.140	-163.930	1.8631	0.4761	0.10258
121.586	23.902	-169.537	4.5111	-0.2947	0.15293
119.280	24.816	-166.535	5.1576	-0.2631	0.12159
146.140	25.198	-165.674	1.0803	-0.3516	0.11330
116.856	25.840	-164.119	4.1247	-0.4681	0.09543
113.773	23.854	-171.882	1.7541	-0.5353	0.04067
123.350	24.039	-171.630	1.1681	-0.4660	0.09489
110.468	23.534	-162.668	5.5405	0.1786	0.02931
122.562	23.832	-170.228	6.1164	0.4702	0.12168
119.308	24.790	-165.112	2.0108	0.4534	0.16965
116.238	25.955	-162.051	2.5489	0.1689	0.13091
114.422	23.625	-170.016	4.0029	0.2548	0.09167
114.734	23.906	-170.557	0.8429	0.2192	0.05488
108.696	23.950	-163.152	1.8214	0.1009	0.09255
173.213	25.655	-168.273	2.4079	-0.5414	0.14708
195.998	27.058	-167.597	5.8743	-0.4777	0.09966
108.766	24.207	-162.084	6.0631	0.2335	0.08021
111.176	26.025	-163.651	3.1959	-0.5228	0.12683
112.773	25.979	-165.861	5.4166	-0.2097	0.18679
111.563	26.635	-162.578	5.9407	0.4553	0.14721
112.671	24.075	-169.310	3.6805	0.3620	0.19978
109.276	23.276	-170.157	4.2172	0.0106	0.06952
115.096	26.834	-158.431	1.4543	-0.2561	0.09093
112.279	25.061	-157.766	5.8539	0.1860	0.07789
109.980	23.457	-169.681	6.0124	-0.5648	0.05410
107.350	22.897	-165.398	4.7550	-0.5383	0.04147
115.489	26.261	-160.890	1.7576	0.5448	0.17635
117.024	27.559	-159.356	1.2358	-0.2230	0.17897
115.379	26.000	-159.939	2.5311	-0.2771	0.14055
114.991	26.194	-156.094	1.7904	0.3263	0.11402
117.597	26.310	-161.804	3.3242	-0.5883	0.13961
116.140	25.919	-163.582	0.3015	-0.0716	0.12338
115.223	26.055	-152.889	1.7612	0.4289	0.10693
116.032	24.452	-166.893	5.3613	-0.3656	0.13345
111.708	24.120	-156.418	0.0479	-0.4960	0.09715
116.664	24.596	-167.224	3.9733	-0.4008	0.18731
112.131	23.438	-167.407	5.7528	0.3246	0.10454
108.482	23.021	-159.822	1.8761	0.5819	0.05011
112.948	23.752	-149.644	4.6578	0.2721	0.12514
106.721	22.281	-149.523	2.3560	-0.5234	0.03403
116.269	26.558	-153.115	2.4266	0.4358	0.11992
114.186	25.207	-152.932	1.6121	0.2790	0.10647
106.259	22.460	-153.830	2.7912	0.5779	0.02057
111.920	24.395	-156.723	5.7324	-0.3688	0.07302
113.035	24.542	-152.479	4.4568	-0.5710	0.07429
110.600	23.140	-148.963	5.5781	-0.1361	0.07849
116.102	25.583	-158.128	2.0186	-0.0939	0.14394
109.071	22.124	-144.486	1.1646	0.4554	0.06574
117.720	27.091	-157.918	0.3159	0.5350	0.09267
110.535	23.330	-158.028	0.7475	0.2602	0.07137
110.717	23.343	-151.544	5.5489	-0.4683	0.04816
118.346	23.823	-144.512	0.0440	-0.3788	0.06593
115.761	22.431	-135.071	1.0147	0.4549	0.06583
118.024	23.540	-145.344	4.6467	0.5437	0.05355
114.018	21.841	-132.114	2.4827	-0.1211	0.08948
119.114	24.163	-129.095	6.0094	-0.0546	0.16202
114.014	22.036	-129.800	2.2693	-0.1755	0.12278
120.140	24.147	-139.176	5.2041	0.1450	0.08312
118.836	23.497	-138.782	5.4482	0.3042	0.10624
119.775	23.880	-133.227	1.1959	0.2292	0.12598
117.697	23.325	-128.100	0.0858	0.0406	0.14949
123.715	25.567	-136.567	3.2682	0.5742	0.18014
112.456	21.994	-129.646	2.5088	-0.2663	0.12200
113.933	23.642	-123.231	1.7233	-0.4862	0.12096
117.054	23.425	-133.915	0.7292	-0.4186	0.11405
113.505	23.416	-122.568	2.9492	0.3744	0.13665
110.740	22.292	-124.214	6.1315	-0.0000	0.09696
119.008	24.936	-128.622	1.0840	-0.4218	0.19107
108.289	21.945	-122.423	1.9566	0.3652	0.14607
117.706	24.264	-133.779	2.6394	-0.2372	0.07058
111.031	22.074	-132.352	1.7327	0.3816	0.04581
107.342	22.686	-118.981	1.3149	-0.2259	0.11945
108.835	23.384	-117.588	1.4009	0.2845	0.14985
103.902	21.823	-119.802	5.9697	0.0264	0.10907
113.324	23.061	-127.231	1.0355	0.2665	0.10172
102.689	22.092	-119.151	4.1653	0.1551	0.07996
102.497	22.381	-114.849	4.8770	-0.2499	0.17458
104.299	22.892	-115.551	1.6871	0.2053	0.13439
95.274	21.585	-123.363	5.3110	-0.2160	0.04277
96.741	22.067	-120.907	2.6104	0.5087	0.11393
105.262	23.209	-124.367	4.1823	0.4330	0.08983
93.256	22.762	-117.267	5.0691	-0.3023	0.12972
103.358	23.815	-119.773	0.4999	-0.5168	0.15311
103.939	23.683	-122.902	2.7625	0.2297	0.06838
99.709	23.079	-119.272	3.7342	0.0558	0.13007
97.846	23.948	-116.213	1.0236	0.3337	0.18932
99.521	24.071	-117.901	0.0938	-0.5795	0.11742
98.600	25.107	-120.206	5.2887	0.4140	0.08039
88.461	25.101	-117.786	0.5745	0.4575	0.10066
85.635	24.269	-118.496	5.5083	0.1819	0.10951
86.030	25.229	-117.503	4.0880	-0.2307	0.10052
89.050	22.063	-121.601	0.3983	-0.3094	0.03964
88.755	23.328	-119.437	4.3931	0.1900	0.09111
84.572	24.006	-118.574	1.8209	0.0381	0.09580
89.014	25.638	-116.943	1.6270	0.0194	0.14728
100.233	26.047	-118.926	0.8708	0.2116	0.12322
85.649	24.449	-118.225	1.7377	-0.1259	0.11321
88.090	24.734	-117.487	4.0235	0.4511	0.15490
93.623	22.763	-120.767	5.0716	0.0982	0.08252
92.947	24.892	-113.940	4.5256	0.3323	0.10246
86.103	22.672	-116.913	1.3223	0.2036	0.11467
96.086	25.090	-114.553	5.9105	0.1076	0.14155
91.057	24.222	-114.639	4.9264	-0.5142	0.14806
90.934	21.738	-120.277	2.2177	0.2667	0.07585
94.127	24.330	-114.569	4.8755	0.3578	0.12889
88.182	23.268	-117.242	3.9554	-0.3846	0.10353
85.545	23.291	-117.371	4.4806	-0.4287	0.08392
84.951	22.628	-118.703	2.8693	-0.4612	0.07616
88.984	22.815	-118.087	0.3732	0.5163	0.12080
81.822	22.466	-118.528	3.2112	0.1970	0.09188
90.126	22.969	-118.435	1.6301	-0.0981	0.08908
85.143	23.810	-110.223	2.5857	-0.4281	0.12471
85.086	21.506	-117.282	3.2494	0.2354	0.05070
81.687	24.097	-109.582	3.6271	-0.4700	0.09638
82.353	24.471	-108.180	4.3546	0.3786	0.17054
73.460	23.816	-107.541	3.2979	-0.4082	0.10876
79.121	23.111	-110.550	0.4399	0.3084	0.11178
74.075	21.977	-113.805	4.2223	-0.3447	0.05246
71.935	23.633	-107.901	4.8337	0.2139	0.13471
67.522	21.778	-111.582	0.1456	-0.4361	0.07041
76.262	23.694	-110.367	2.8604	-0.1534	0.09959
74.089	22.112	-113.606	5.3121	0.1857	0.07178
70.882	23.886	-106.626	0.5400	0.3823	0.19545
75.262	21.658	-114.371	0.2900	0.3421	0.08163
60.950	20.441	-115.150	5.1934	-0.0613	0.03306
76.243	22.143	-113.002	2.8251	-0.5101	0.10045
65.899	24.499	-105.517	2.8112	0.5773	0.13278
68.541	21.833	-111.892	5.6679	0.0022	0.07793
62.555	20.441	-115.897	4.9064	0.1619	0.03194
66.007	21.495	-112.357	1.9926	0.2956	0.08891
67.471	24.647	-105.868	2.8223	0.3449	0.11027
60.457	21.410	-113.444	1.0411	-0.2176	0.08014
62.190	20.773	-115.423	0.5353	-0.5173	0.07468
67.264	23.154	-110.640	5.0812	0.4838	0.14634
56.420	23.818	-107.746	3.5322	0.5919	0.18889
63.705	21.222	-114.948	6.0777	0.1291	0.05094
70.639	24.471	-108.927	0.3668	-0.5088	0.14344
61.565	23.560	-109.345	3.0153	-0.1181	0.16149
69.864	21.831	-114.943	3.4672	-0.4919	0.07230
54.040	23.729	-105.466	0.7090	0.3534	0.14449
59.797	21.571	-111.880	3.3769	-0.4978	0.05612
54.201	22.942	-106.918	2.0772	0.3463	0.11036
63.815	24.456	-105.178	3.4072	-0.0516	0.21271
49.302	21.508	-109.003	1.2824	0.1101	0.12340
64.365	24.610	-105.454	1.1726	-0.0821	0.18545
61.170	22.471	-108.274	3.9924	0.1596	0.16965
56.262	19.932	-115.454	1.6481	0.2200	0.05930
60.982	23.173	-107.918	1.1528	0.3778	0.12272
52.485	20.631	-112.874	4.3787	0.4318	0.07218
48.916	23.321	-106.781	0.5917	-0.0873	0.11138
47.826	21.460	-109.989	6.2655	0.2694	0.14319
50.627	22.875	-105.654	0.3785	0.3564	0.20998
60.031	23.593	-107.773	3.5475	-0.1410	0.09367
48.249	20.698	-112.669	4.5478	-0.3659	0.09496
46.351	22.352	-106.769	1.2683	-0.3874	0.18588
50.977	20.984	-110.464	3.4209	-0.0480	0.13730
47.185	22.373	-108.769	2.4346	0.0410	0.08567
47.731	20.968	-111.485	5.3346	0.0935	0.09083
40.760	21.363	-110.049	4.0963	-0.5198	0.15542
42.854	22.941	-106.361	1.2532	0.5067	0.16759
44.828	20.168	-113.764	3.7842	-0.4830	0.08939
52.109	21.376	-111.160	5.1273	-0.5997	0.09919
49.498	21.085	-112.225	1.9306	0.2087	0.05832
51.301	23.034	-106.529	2.8095	-0.3439	0.15631
38.254	21.514	-109.933	4.5539	0.5954	0.13912
40.581	23.015	-107.407	1.9289	0.1431	0.10960
40.479	21.234	-108.807	6.0742	-0.4593	0.08801
39.220	20.061	-111.122	2.5125	-0.2161	0.07902
44.123	21.080	-109.664	1.7208	0.5979	0.08559
40.707	19.271	-115.648	0.5284	0.5167	0.02199
39.709	21.066	-108.426	2.0780	-0.1219	0.11889
44.125	23.216	-104.044	2.2833	0.4023	0.16934
38.188	20.780	-108.828	4.5320	0.1152	0.14823
36.494	19.511	-113.737	2.8858	0.5926	0.05329
34.831	22.714	-106.842	0.4523	0.2529	0.12603
34.978	21.918	-108.543	5.1097	-0.4196	0.13013
31.067	19.894	-113.255	5.0013	0.3158	0.11791
35.962	23.434	-105.891	5.1676	0.0475	0.14218
39.594	19.625	-113.871	5.5354	-0.1958	0.07345
30.649	19.929	-113.671	0.3609	-0.3050	0.08113
26.075	20.973	-110.608	1.9134	-0.3027	0.19342
39.148	21.600	-109.578	4.9284	0.1717	0.08987
31.485	22.153	-108.018	3.0752	-0.4929	0.15914
25.559	22.754	-108.974	4.0937	0.4691	0.12609
40.815	22.149	-107.318	5.7600	-0.4743	0.16079
32.466	19.998	-114.092	4.9499	0.2951	0.07026
26.107	18.525	-120.502	3.9852	-0.4012	0.02401
29.183	22.996	-107.853	1.4194	-0.5692	0.13517
30.351	23.253	-107.764	2.3132	0.3269	0.13926
34.929	19.045	-118.115	1.3379	-0.5752	0.01736
38.033	19.359	-116.817	2.7067	0.3317	0.02050
29.373	21.731	-110.522	0.9971	-0.2931	0.13349
35.286	22.138	-108.859	4.7064	0.4846	0.13244
23.623	18.990	-118.895	2.3565	0.4211	0.05594
29.335	20.721	-112.849	2.0900	-0.0635	0.12053
18.672	18.512	-119.144	0.5673	0.1865	0.03283
14.980	22.166	-110.070	5.5945	-0.2515	0.17243
26.319	18.731	-117.014	4.8642	0.3142	0.04726
19.726	21.746	-109.461	4.9241	-0.4982	0.12481
13.896	21.693	-111.258	1.5373	0.2452	0.20885
27.982	20.664	-110.973	4.5766	-0.5815	0.07649
